NAME,SMILES
442,[*:1]CCCCCCOCCOCCOCCOC[*:2]
443,[*:1]CCCCCCOCCCCCCOC[*:2]
444,[*:1]CCOC1=CC=C(C=C1)OC[*:2]
445,[*:1]C(=O)NCC[*:2]
446,[*:1]C(=O)NCCC[*:2]
447,[*:1]C(=O)NCCCC[*:2]
448,[*:1]NCCC(=O)NCCOCCOCC[*:2]
449,[*:1]NCCC(=O)NCCOCCOCCOCCOCC[*:2]
450,[*:1]NCCCC1=CN(N=N1)COCCOCCOCCC(=O)[*:2]
451,[*:1]NCCOCCOCCOCCC1=CN(N=N1)COCCOCCOCCC(=O)[*:2]
452,[*:1]NCCOCCOCCOCCO[*:2]
453,[*:1]NCCOCCOCCOCCOCCO[*:2]
454,[*:1]NCCOCCOCCOCCOCCOCCO[*:2]
455,[*:1]NCCOCCOCCOCC[*:2]
456,[*:1]NCCCCCCCCCCCC[*:2]
457,[*:1]NCCCN(C)CCC[*:2]
458,[*:1]NCCN1CCN(CC1)CC[*:2]
459,[*:1]NCCCN1CCN(CC1)CCC[*:2]
460,[*:1]NCCCCN1CCN(CC1)CCCC[*:2]
461,[*:1]NCCOCCN1CCN(CC1)CCOCC[*:2]
462,[*:1]C[*:2]
463,[*:1]OCCOC[*:2]
464,[*:1]CCNC(=O)COCCOCCOC[*:2]
465,[*:1]CCNC(=O)COCCOCCOCCOC[*:2]
466,[*:1]CCNC(=O)COCCOCCOCCOCCOC[*:2]
467,[*:1]CCNC(=O)COCCOCCOCCOCCOCCOC[*:2]
468,[*:1]CCNC(=O)COCCOCCOCCOCCOCCOCCOCCOCCOC[*:2]
469,[*:1]CCNC(=O)COCCCCCCOC[*:2]
470,[*:1]CCNC(=O)COCCCCCOCCOCCCCCOC[*:2]
471,[*:1]CCNC(=O)COCCOCCOCC[*:2]
472,[*:1]CCNC(=O)COCCOCCOCCOCCOCC[*:2]
473,[*:1]CCNC(=O)CCCC[*:2]
474,[*:1]CCOCC1=CN(N=N1)CCOCCOCC[*:2]
475,[*:1]C(=O)CCCC1=CN(N=N1)CCOCCOCC[*:2]
476,[*:1]CCOCCOCCOCCO[*:2]
477,[*:1]CCN1CCN(CC1)C2=NC=C(C=N2)C(=O)[*:2]
478,[*:1]CCCN1CCN(CC1)C2=NC=C(N=C2)C(=O)[*:2]
479,[*:1]C(=O)CCOCCOCCOCCOCCOCCOCC[*:2]
480,[*:1]C(=O)CCOCCOCCOCCOCCOCCOCCOCC[*:2]
481,[*:1]C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCC[*:2]
482,[*:1]C(=O)CCOCCOCCC(=O)NCCCO[*:2]
483,[*:1]C(=O)CCOCCOCCOCCC(=O)NCCCO[*:2]
484,[*:1]C(=O)CCOCCOCCOCCOCCOCCC(=O)NCCCO[*:2]
485,[*:1]C(=O)CCOCCOCCOCCC(=O)NCCO[*:2]
486,[*:1]C(=O)CCOCCOCCOCCOCCOCCOCCC(=O)NCCO[*:2]
487,[*:1]C(=O)CCOCCOCCOCCOCCOCCOCCC(=O)NCCCO[*:2]
488,[*:1]C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCO[*:2]
489,[*:1]C(=O)CCOCCOCCOCCOCCOCCN1C=C(N=N1)CO[*:2]
490,[*:1]COCCOCCOCCOC[*:2]
491,[*:1]COCCOCCOCCOCCOC[*:2]
492,[*:1]COCCOCCOCCOCCOCCOC[*:2]
493,[*:1]CC1=CN(N=N1)CCOCCOCCOCCOCCOCCNC(=O)C[*:2]
494,[*:1]CCCCC1=CN(N=N1)CCOCC[*:2]
495,[*:1]CCCCC1=CN(N=N1)CCOCCOCC[*:2]
496,[*:1]CCCCC1=CN(N=N1)CCOCCOCCOCC[*:2]
497,[*:1]CCCCC1=CN(N=N1)CCOCCOCCOCCOCC[*:2]
498,[*:1]CC(=O)NCCCCCCCCCC[*:2]
499,[*:1]OCC(=O)NCCCCCCCCCC[*:2]
500,[*:1]CCOCCOCCN[*:2]
501,[*:1]COCCOCCOCCN[*:2]
502,[*:1]COCCOCCOCC[*:2]
503,[*:1]C(=O)CCN[*:2]
504,[*:1]C(=O)COCCN[*:2]
505,[*:1]C(=O)COCCOCCN[*:2]
506,[*:1]C(=O)COCCOCCOCCOCCN[*:2]
507,[*:1]CCCCOCCOCCOCCOCCN[*:2]
508,[*:1]NCCOCCOCCOCCOCC[*:2]
509,[*:1]C(=O)COCCOCCOCCO[*:2]
510,[*:1]C(=O)COCCOCCOCCOCC(=O)[*:2]
511,[*:1]C(=O)COCCOCCOCCOCC(=O)NCCCC[*:2]
512,[*:1]C(=O)COCCOCCOCCOC1=CC=C(C=C1)O[*:2]
513,[*:1]C(=O)NCCOCCOCCOCCN[*:2]
514,[*:1]CCCOCCOCCOCC[*:2]
515,[*:1]OCCOC1=CC=C(C=C1)OCC[*:2]
516,[*:1]OCCOC1=CC=CC(=C1)OCC[*:2]
517,[*:1]OCCOC1=CC=CC=C1OCC[*:2]
518,[*:1]CNC(=O)CCCC[*:2]
519,[*:1]CNC(=O)CCC[*:2]
520,[*:1]CNC(=O)CCCCC[*:2]
521,[*:1]CNC(=O)CCOCC[*:2]
522,[*:1]CNC(=O)CCCCCC[*:2]
523,[*:1]CNC(=O)CCCCCCC[*:2]
524,[*:1]CNC(=O)CCOCCOCC[*:2]
525,[*:1]CNC(=O)CCOCCOCCOCC[*:2]
526,[*:1]CNC(=O)CCOCCOCCOCCOCC[*:2]
527,[*:1]CNC(=O)CCOCCOCCOCCOCCOCC[*:2]
528,[*:1]OCCCC1=CN(N=N1)CCOCC[*:2]
529,[*:1]OCCCCC1=CN(N=N1)CCOCC[*:2]
530,[*:1]OCCCCCC1=CN(N=N1)CCOCC[*:2]
531,[*:1]OCCCC1=CN(N=N1)CCOCCOCC[*:2]
532,[*:1]OCCCCC1=CN(N=N1)CCOCCOCC[*:2]
533,[*:1]OCCCCCC1=CN(N=N1)CCOCCOCC[*:2]
534,[*:1]OCCCC1=CN(N=N1)CCOCCOCCOCC[*:2]
535,[*:1]OCCCCC1=CN(N=N1)CCOCCOCCOCC[*:2]
536,[*:1]OCCCCCC1=CN(N=N1)CCOCCOCCOCC[*:2]
537,[*:1]OCCCC1=CN(N=N1)CCOCCOCCOCCOCC[*:2]
538,[*:1]OCCCCC1=CN(N=N1)CCOCCOCCOCCOCC[*:2]
539,[*:1]OCCCCCC1=CN(N=N1)CCOCCOCCOCCOCC[*:2]
540,[*:1]OCCCC1=CN(N=N1)CCOCCOCCOCCOCCOCC[*:2]
541,[*:1]OCCCCC1=CN(N=N1)CCOCCOCCOCCOCCOCC[*:2]
542,[*:1]OCCCCCC1=CN(N=N1)CCOCCOCCOCCOCCOCC[*:2]
543,[*:1]OCC1=CN(N=N1)CCCCCCC[*:2]
544,[*:1]OCCCC1=CN(N=N1)CCCCCC[*:2]
545,[*:1]OCCCC1=CN(N=N1)CCCCCCC[*:2]
546,[*:1]OCCCCC1=CN(N=N1)CCCCCCC[*:2]
547,[*:1]OCCCCCC1=CN(N=N1)CCCCCCC[*:2]
548,[*:1]OCCCCCCC1=CN(N=N1)CCCCCCC[*:2]
549,[*:1]OCCCCCCCC1=CN(N=N1)CCCCCCC[*:2]
550,[*:1]OCCCC1=CN(N=N1)CCOCC#C[*:2]
551,[*:1]OCCCC1=CN(N=N1)CCCOCC#C[*:2]
552,[*:1]OCCCC1=CN(N=N1)CCCCOCC#C[*:2]
553,[*:1]OCCCC1=CN(N=N1)CCCCCOCC#C[*:2]
554,[*:1]OCCCC1=CN(N=N1)CCCCCCOCC#C[*:2]
555,[*:1]OCCCC1=CN(N=N1)CCCCCCCOCC#C[*:2]
556,[*:1]OCCCC1=CN(N=N1)CCOCCC[*:2]
557,[*:1]OCCCC1=CN(N=N1)CCCOCCC[*:2]
558,[*:1]OCCCC1=CN(N=N1)CCCCOCCC[*:2]
559,[*:1]OCCCC1=CN(N=N1)CCCCCOCCC[*:2]
560,[*:1]OCCCC1=CN(N=N1)CCCCCCOCCC[*:2]
561,[*:1]OCCCC1=CN(N=N1)CCCCCCCOCCC[*:2]
562,[*:1]CCCNCCCCCC[*:2]
563,[*:1]CCCNCCCCCCCCCC[*:2]
564,[*:1]CCCNCCOCCOCCOC[*:2]
565,[*:1]CCCNCCOCC[*:2]
566,[*:1]CCCNCC[*:2]
567,[*:1]OCCN1C=C(N=N1)C[*:2]
568,[*:1]OCCCN1C=C(N=N1)C[*:2]
569,[*:1]OCCCCN1C=C(N=N1)C[*:2]
570,[*:1]OCCCCCN1C=C(N=N1)C[*:2]
571,[*:1]OCCCCCCN1C=C(N=N1)C[*:2]
572,[*:1]OCCN1C=C(N=N1)CC[*:2]
573,[*:1]OCCCN1C=C(N=N1)CC[*:2]
574,[*:1]OCCCCN1C=C(N=N1)CC[*:2]
575,[*:1]OCCN1C=C(N=N1)CCC[*:2]
576,[*:1]OCCCN1C=C(N=N1)CCC[*:2]
577,[*:1]OCCCCN1C=C(N=N1)CCC[*:2]
578,[*:1]OCCN1C=C(N=N1)CCCC[*:2]
579,[*:1]OCCCN1C=C(N=N1)CCCC[*:2]
580,[*:1]OCCCCN1C=C(N=N1)CCCC[*:2]
581,[*:1]OCCCCCN1C=C(N=N1)CCCC[*:2]
582,[*:1]OCCCCCCN1C=C(N=N1)CCCC[*:2]
583,[*:1]OCCCCCCCN1C=C(N=N1)CCCC[*:2]
584,[*:1]OCCCCCCCCN1C=C(N=N1)CCCC[*:2]
585,[*:1]OCCCCCCCCCN1C=C(N=N1)CCCC[*:2]
586,[*:1]OCCCCCCCCCCN1C=C(N=N1)CCCC[*:2]
587,[*:1]OCCCCCCCCCCCN1C=C(N=N1)CCCC[*:2]
588,[*:1]OCCCCCCCCCCCCN1C=C(N=N1)CCCC[*:2]
589,[*:1]OCCOCCN1C=C(N=N1)CCCC[*:2]
590,[*:1]OCCOCCOCCN1C=C(N=N1)CCCC[*:2]
591,[*:1]CC(=O)NCCCCNC(=O)CO[*:2]
592,[*:1]CC(=O)NCCCCCCCCNC(=O)CO[*:2]
593,[*:1]CC(=O)NCCCOCCOCCOCCCNC(=O)CO[*:2]
594,[*:1]CC(=O)NCCCCCCO[*:2]
595,[*:1]CC(=O)N1CCC(CC1)C2CCN(CC2)C(=O)CO[*:2]
596,[*:1]CC(=O)NCCOCCOC[*:2]
597,[*:1]CCNC(=O)CCOCC[*:2]
598,[*:1]OCCOCCOCCC(=O)NCC[*:2]
599,[*:1]CCNC(=O)CCOCCOCCOCCOCCO[*:2]
600,[*:1]CCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCO[*:2]
601,[*:1]CCNC(=O)CCCCCO[*:2]
602,[*:1]CCNC(=O)CCCCCCCO[*:2]
603,[*:1]CCNC(=O)CCCCCCCCO[*:2]
604,[*:1]C(=O)NCC1=CN(N=N1)CCOCC(=O)[*:2]
605,[*:1]C(=O)NCC1=CN(N=N1)CCOCCOCC(=O)[*:2]
606,[*:1]C(=O)NCC1=CN(N=N1)CCOCCOCCOCC(=O)[*:2]
607,[*:1]C(=O)NCC1=CN(N=N1)CCOCCOCCOCCOCC(=O)[*:2]
608,[*:1]C(=O)NCCCOCCOCCOCCC[*:2]
609,[*:1]C(=O)NCCOCCOCCOCCNC(=O)CO[*:2]
610,[*:1]C(=O)NCCOCCCOCCCOCCNC(=O)CO[*:2]
611,[*:1]C(=O)NCCOCCOCCNC(=O)CO[*:2]
612,[*:1]C(=O)NCCCCCCNC(=O)CO[*:2]
613,[*:1]CCOCCOCCOCCNC(=O)C[*:2]
614,[*:1]C(=O)CCC(=O)NCCCCCCCCNC(=O)CO[*:2]
615,[*:1]CCCNC(=O)CCOCCOCC[*:2]
616,[*:1]NCCNC(=O)CCCC(=O)[*:2]
617,[*:1]N1CCN(CC1)C(=O)CCCC(=O)[*:2]
618,[*:1]NCCCCNC(=O)CCCC(=O)[*:2]
619,[*:1]NCCCNC(=O)CCCC(=O)[*:2]
620,[*:1]NCCCCCNC(=O)CCCC(=O)[*:2]
621,[*:1]N1CCN(CC1)C(=O)CCC(=O)[*:2]
622,[*:1]NCCNC(=O)CCC(=O)[*:2]
623,[*:1]NCCNC(=O)COCC(=O)[*:2]
624,[*:1]C(=O)CCCN1C=C(N=N1)COCCOCCO[*:2]
625,[*:1]C(=O)CCCN1C=C(N=N1)COCCOCCOCCO[*:2]
626,[*:1]C(=O)COCCOCCO[*:2]
627,[*:1]C(=O)COCCOCCOCCOCCO[*:2]
628,[*:1]C(=O)CCCO[*:2]
629,[*:1]C(=O)CCCCO[*:2]
630,[*:1]C(=O)CCCCCO[*:2]
631,[*:1]C(=O)CCCCCCO[*:2]
632,[*:1]CCCCC1=CN(N=N1)CCOCCOCCOCCOCCOCC[*:2]
633,[*:1]CCCCC(=O)NCCOCCOCCOCC[*:2]
634,[*:1]CCCCCC(=O)NCCOCCOCCOCC[*:2]
635,[*:1]CCCCC1=CN(N=N1)CCOCCOCCOCCC[*:2]
636,[*:1]CCCCC1=CN(N=N1)CCOCCOCCOCCOCCC[*:2]
637,[*:1]CCOCCOCCOCCOCCOCCOCCOCC[*:2]
638,[*:1]NCCCOCCOCCOCCCNC(=O)CO[*:2]
639,[*:1]NCCCCCCO[*:2]
640,[*:1]OCCN1C=C(N=N1)CNCC2=CC=C(C=C2)[*:2]
641,[*:1]OCCCN1C=C(N=N1)CNCC2=CC=C(C=C2)[*:2]
642,[*:1]OCCCCN1C=C(N=N1)CNCC2=CC=C(C=C2)[*:2]
643,[*:1]OCCCCCN1C=C(N=N1)CNCC2=CC=C(C=C2)[*:2]
644,[*:1]OCCCCCCN1C=C(N=N1)CNCC2=CC=C(C=C2)[*:2]
645,[*:1]OCCCCCCCN1C=C(N=N1)CNCC2=CC=C(C=C2)[*:2]
646,[*:1]CCCCCCCCCCCC[*:2]
647,[*:1]C(=O)CCCCCCCCCCC[*:2]
648,[*:1]CCCOCCOCCOCCOCCOCCOCCOCCOCC[*:2]
649,[*:1]CCC(=O)NCCOCCOCC[*:2]
650,[*:1]CCCNC1=CC=C(C=C1)OCCOCC[*:2]
651,[*:1]CCCNC1=CC=C(C=C1)OCCOCCOCC[*:2]
652,[*:1]CCCN1C=C(N=N1)CNC2=CC=C(C=C2)OCCOCC[*:2]
653,[*:1]CCCN1C=C(N=N1)CNC2=CC=C(C=C2)OCCOCCOCC[*:2]
654,[*:1]C(=O)NCCCCCC[*:2]
655,[*:1]C(=O)NCCOCCOCCO[*:2]
656,[*:1]CCOCCOCCOCCOCCOCC(=O)[*:2]
657,[*:1]NCCCCCCC[*:2]
658,[*:1]CCCCCCOCCOCC[*:2]
659,[*:1]CCCCCCOCCOCCOCCOCCO[*:2]
660,[*:1]COCCOCCOCCOCCOCCO[*:2]
661,[*:1]CCCCOCCOCCOCCOCCO[*:2]
662,[*:1]C(C)(C)CCCOCCOCCOCCOCCO[*:2]
663,[*:1]COCCOCCOCCOCCO[*:2]
664,[*:1]COCCOCCOCCO[*:2]
665,[*:1]CCC1=CN(N=N1)CCOCCOCCOCCOCCOCCO[*:2]
666,[*:1]CCC1=CN(N=N1)CCOCCOCCOCCO[*:2]
667,[*:1]CCC1=CN(N=N1)CCOCCOCCO[*:2]
668,[*:1]CCC1=CN(N=N1)CCOCCO[*:2]
669,[*:1]CCC1=CN(N=N1)CCOCCOCCOCCOC(=O)NCCO[*:2]
670,[*:1]CCC1=CN(N=N1)CCOCCOCCOC(=O)NCCO[*:2]
671,[*:1]CCC1=CN(N=N1)CCOCCOC(=O)NCCO[*:2]
672,[*:1]CCC1=CN(N=N1)CCOCCOCCOCCOCCOCCOC(=O)NCCO[*:2]
673,[*:1]CCCCCCCCNC(=O)CO[*:2]
674,[*:1]CCCOCCOCCOCCCNC(=O)CO[*:2]
675,[*:1]CCCCCCCCNC(=O)C1=CC=C(C=C1)C[*:2]
676,[*:1]CCCCCCNC(=O)[*:2]
677,[*:1]CCCCCCCCNC(=O)[*:2]
678,[*:1]C(=O)CC1=CN(N=N1)CCOCCOCCOC[*:2]
679,[*:1]C(=O)CN(C)CCNC(=O)CO[*:2]
680,[*:1]C(=O)CNCCOCCOCCOCCNC(=O)CO[*:2]
681,[*:1]C(=O)CNCCCCNC(=O)CO[*:2]
682,[*:1]C(=O)CN(C)CCNC(=O)C[*:2]
683,[*:1]CCCCCOCCCOC[*:2]
684,[*:1]C1CCN(CC1)CCOCCCOC[*:2]
685,[*:1]OCCCCCOC[*:2]
686,[*:1]NCCCCCOC[*:2]
687,[*:1]C1=CC=C(C=C1)CCOC[*:2]
688,[*:1]C1=CC=C(C=C1)COC[*:2]
689,[*:1]CCC(=O)NCCOCCOCCOCC[*:2]
690,[*:1]OCCCCCOCCC[*:2]
691,[*:1]C1=CC=C(C=C1)OCCCCC[*:2]
692,[*:1]NC1=CC=C(C=C1)OCCOCCOCCOCCOCC[*:2]
693,[*:1]N[C@@H](C)C1=CC=C(C=C1)OCCOCC[*:2]
694,[*:1]C(=O)NCC1CCCCN1CCOCC[*:2]
695,[*:1]NCCOCCNCC[*:2]
696,[*:1]C(=O)N(C)CCOCCOCCC[*:2]
697,[*:1]NCCOCCOCCC[*:2]
698,[*:1]NCCOCCOCCN1CCC(CC1)[*:2]
699,[*:1]CNCC1CN(CCO1)CCOCC[*:2]
700,[*:1]CN(C)CCOCCOCCC[*:2]
701,[*:1]CN(C)CCOCCC[*:2]
702,[*:1]CN1CCN(CC1)CCOCCOCCO[*:2]
703,[*:1]CN1CCN(CC1)CCOCCOCCOCCO[*:2]
704,[*:1]CN1CCN(CC1)CC2CCN(CC2)[*:2]
705,[*:1]CCOCCO[*:2]
706,[*:1]CN1CCN(CC1)CC2CCC(CC2)O[*:2]
707,[*:1]OCCOCCCOC[*:2]
708,[*:1]OCCCOCCCOC[*:2]
709,[*:1]OCCC(CCOCCOC[*:2])(F)F
710,[*:1]OCCCCCOCCOC[*:2]
711,[*:1]NCCC(=O)N(C)CCOCCOCCOCCOC[*:2]
712,[*:1]NCCC(=O)N(C)CCOCCOCCOCCOCCOC[*:2]
713,[*:1]NCCC(=O)N(C)CCOCCOCCOCC[*:2]
714,[*:1]NCCC(=O)N(C)CCOCCOCCOCCOCCO[*:2]
715,[*:1]C(=O)CC(=O)NCC[*:2]
716,[*:1]C(=O)CC(=O)NCCC[*:2]
717,[*:1]C(=O)CC(=O)NCCCC[*:2]
718,[*:1]C(=O)CC(=O)NCCCCC[*:2]
719,[*:1]C(=O)CC(=O)NCCCCCC[*:2]
720,[*:1]C(=O)CC(=O)NCCCCCCC[*:2]
721,[*:1]C(=O)CC(=O)NCCCCCCCC[*:2]
722,[*:1]C(=O)CC(=O)NCCCCCCCCC[*:2]
723,[*:1]C(=O)CC(=O)NCCCCCCCCCC[*:2]
724,[*:1]C(=O)CC(=O)NCCCCCCCCCCC[*:2]
725,[*:1]C(=O)CCC(=O)NCCCCCCCCCC[*:2]
726,[*:1]C(=O)CCC(=O)NCCCCCCCCCCC[*:2]
727,[*:1]C(=O)CCCC(=O)NCCCCCCCCCCC[*:2]
728,[*:1]C(=O)CCC(=O)NCCOCCOCCOC[*:2]
729,[*:1]C(=O)CCC(=O)NCCOCCOCCOCC[*:2]
730,[*:1]C(=O)CCC(=O)NCCOCCOCCOCCOCC[*:2]
731,[*:1]C(=O)CN1CCN(CC1)CCCCCCCCCC[*:2]
732,[*:1]C(=O)CN1CCN(CC1)CCCCCCCCCCC[*:2]
733,[*:1]C(=O)CCC(=O)N1CCN(CC1)CCCCCCCC[*:2]
734,[*:1]C(=O)CCC(=O)N1CCN(CC1)CCCCCCCCC[*:2]
735,[*:1]C(=O)CCC(=O)NC1=CC=C(C=C1)OCCCCCCC[*:2]
736,[*:1]C(=O)CCC(=O)NCCCCN1CCN(CC1)CCCC[*:2]
737,[*:1]NC(=O)C1=CN(N=N1)CCOCCOCC[*:2]
738,[*:1]CCOC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)C(=O)[*:2]
739,[*:1]CCCOC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)C(=O)[*:2]
740,[*:1]CCCCOC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)C(=O)[*:2]
741,[*:1]CCCCCOC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)C(=O)[*:2]
742,[*:1]CCCCCCOC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)C(=O)[*:2]
743,[*:1]C(=O)C1=CC(=C(C(=C1)F)/N=N/C2=C(C=C(C=C2F)[*:2])F)F
744,[*:1]NCCNC(=O)COC1=C(C=C(C=C1OC)/N=N/[*:2])OC
745,[*:1]NCCCNC(=O)COC1=C(C=C(C=C1OC)/N=N/[*:2])OC
746,[*:1]NCCCCNC(=O)COC1=C(C=C(C=C1OC)/N=N/[*:2])OC
747,[*:1]NCCCCCNC(=O)COC1=C(C=C(C=C1OC)/N=N/[*:2])OC
748,[*:1]NCCCCCCNC(=O)COC1=C(C=C(C=C1OC)/N=N/[*:2])OC
749,[*:1]NCCNC(=O)COC1=CC=C(C=C1)/N=N/[*:2]
750,[*:1]NCCCCNC(=O)COC1=CC=C(C=C1)/N=N/[*:2]
751,[*:1]NCCCCCCNC(=O)COC1=CC=C(C=C1)/N=N/[*:2]
752,[*:1]NC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)NC(=O)CO[*:2]
753,[*:1]NCC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)NC(=O)CO[*:2]
754,[*:1]NCCC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)NC(=O)CO[*:2]
755,[*:1]NC1=CC2=C(C=C1)/N=N\C3=C(CC2)C=C(C=C3)NC(=O)CO[*:2]
756,[*:1]OCC(=O)NCCCNC(=O)COC1=C(C=C(C=C1OC)/N=N/[*:2])OC
757,[*:1]OCC(=O)NCCCCNC(=O)COC1=C(C=C(C=C1OC)/N=N/[*:2])OC
758,[*:1]OCC(=O)NCCCCCNC(=O)COC1=C(C=C(C=C1OC)/N=N/[*:2])OC
759,[*:1]OCC(=O)NCCCCCCNC(=O)COC1=C(C=C(C=C1OC)/N=N/[*:2])OC
760,[*:1]OCC(=O)NCCNC(=O)COC1=CC=C(C=C1)/N=N/[*:2]
761,[*:1]OCC(=O)NC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)NC(=O)CO[*:2]
762,[*:1]N[C@H](COCCOCC[*:2])COCCOCCOC[*:2]
763,[*:1]N[C@H](COCC[*:2])COCCOCCOC[*:2]
764,[*:1]CCOCC(=O)[*:2]
765,[*:1]CC(=O)NCCOCCOCCOCCNC(=O)CO[*:2]
766,[*:1]OCCOCCOCCOCCO[*:2]
767,[*:1]OCCCCOCCCOC[*:2]
768,[*:1]OCCCOCC(C(C(COC[*:2])(F)F)(F)F)(F)F
769,[*:1]C1=CC=C(C=C1)OCCCOC[*:2]
770,[*:1]C1=CC=C(C=C1)OCC(COC[*:2])(F)F
771,[*:1]OCC(C(COCCCOC[*:2])(F)F)(F)F
772,[*:1]OCCOCCOC[*:2]
773,[*:1]OCCOCCOCCOCCOCCOC[*:2]
774,[*:1]O[C@H]1C[C@@H](C1)OCCCN2CCN(CC2)[*:2]
775,[*:1]O[C@H]1C[C@@H](C1)OC2CCN(CC2)CCN3CCN(CC3)C[*:2]
776,[*:1]C(=O)C1CN(C1)[*:2]
777,[*:1]CCCCOCCCOC[*:2]
778,[*:1]C1=CC=C(C=C1)OCCCCOCCCOC[*:2]
779,[*:1]NCCOCCOCCOCCNC(=O)C1=CC=C(C=C1)[*:2]
780,[*:1]NCCCNC(=O)C1=CC=C(C=C1)[*:2]
781,[*:1]C(=O)CCCC1=CN(N=N1)CCOCC[*:2]
782,[*:1]C(=O)CCCC1=CN(N=N1)CCOCCOCCOCC[*:2]
783,[*:1]C(=O)CCCC1=CN(N=N1)CCOCCOCCOCCOCC[*:2]
784,[*:1]NC(=O)CCCC1=CN(N=N1)CC[*:2]
785,[*:1]CCOCCOCCOCCNC(=O)C1=CC=C(C=C1)[*:2]
786,[*:1]CCCNC(=O)C1=CC=C(C=C1)[*:2]
787,[*:1]CCCCNC(=O)[*:2]
788,[*:1]CCOCCOCCNC(=O)[*:2]
789,[*:1]CCCCC1=CN(N=N1)CCCC(=O)NCCOCCOCC[*:2]
790,[*:1]CCCCC1=CN(N=N1)CCCC(=O)NCCOCCOCCNC(=O)[*:2]
791,[*:1]CCCCC1=CN(N=N1)CCCC(=O)NCCCCCC[*:2]
792,[*:1]CCCCC1=CN(N=N1)CCCC(=O)NCCCCC[*:2]
793,[*:1]CCC1=CN(N=N1)CCCC(=O)NCC[*:2]
794,[*:1]CCC1=CN(N=N1)CCCC(=O)NCCC[*:2]
795,[*:1]CCCC1=CN(N=N1)CCCC(=O)NCCC[*:2]
796,[*:1]CCC1=CN(N=N1)CCCC(=O)NCCCC[*:2]
797,[*:1]CCCCC1=CN(N=N1)CCCC(=O)NCC[*:2]
798,[*:1]CCCC1=CN(N=N1)CCCC(=O)NCCCC[*:2]
799,[*:1]CCCCC1=CN(N=N1)CCCC(=O)NCCC[*:2]
800,[*:1]CCCCC1=CN(N=N1)CCCC(=O)NCCCC[*:2]
801,[*:1]CCCCC1=CN(N=N1)CC[C@@H](C(=O)NCCCC[*:2])NC(=O)OC(C)(C)C
802,[*:1]CCCCC1=CN(N=N1)CC[C@@H](C(=O)NCCCC[*:2])[NH3+].[Cl-]
803,[*:1]OCCOCCOCCOCCOCCOCCOCCOCCOCC[*:2]
804,[*:1]NCCOCCOC[*:2]
805,[*:1]CCOCCOCCOCCC(=O)[*:2]
806,[*:1]CCCCOCC[*:2]
807,[*:1]CCCNC(=O)CCCNC(=O)CO[*:2]
808,[*:1]CCCNC(=O)CCCCCNC(=O)CO[*:2]
809,[*:1]CCCCCNC(=O)CCCNC(=O)CO[*:2]
810,[*:1]CCCCCNC(=O)CCCCCNC(=O)CO[*:2]
811,[*:1]CCCCCNC(=O)CCCNC(=O)C[*:2]
812,[*:1]CCCCCNC(=O)CCCCCNC(=O)C[*:2]
813,[*:1]CCCCC(=O)NCC[*:2]
814,[*:1]CCCCCCC(=O)NCC[*:2]
815,[*:1]CCCCCCCCC(=O)NCC[*:2]
816,[*:1]CCCCCCCCCC(=O)NCC[*:2]
817,[*:1]CCCCCCCCCCC(=O)NCC[*:2]
818,[*:1]CCCCCCCCCCCC(=O)NCC[*:2]
819,[*:1]CCCCCCCCCCCCC(=O)NCC[*:2]
820,[*:1]CCCCCCCCCCC(=O)NCCCC[*:2]
821,[*:1]CCCCCCCCCCC(=O)NCCCCCC[*:2]
822,[*:1]CCCCCCCCCCC(=O)NCCOCC[*:2]
823,[*:1]CCCCCCCCCCC(=O)NCCOCCOCC[*:2]
824,[*:1]CCCCCCCCCCC(=O)NCCCOCCOCCOCCC[*:2]
825,[*:1]CCCCCCCCCCC(=O)NCCN[*:2]
826,[*:1]CCCCCCCCCCC(=O)NC[*:2]
827,[*:1]CCCCCCCCCCC(=O)NCCC[*:2]
828,[*:1]CCCCCCCCCCC(=O)NCCCCC[*:2]
829,[*:1]CCC(=O)NCCOCCOC[*:2]
830,[*:1]CCC(=O)NCCOCCOCCOCCOCC[*:2]
831,[*:1]CCC(=O)N1CCC(CC1)CN2CCN(CC2)[*:2]
832,[*:1]CCC(=O)N1CCC(CC1)CCN2CCN(CC2)[*:2]
833,[*:1]CCCNC[*:2]
834,[*:1]CCCNCCC[*:2]
835,[*:1]CCCNCCCC[*:2]
836,[*:1]CCCNCCCCC[*:2]
837,[*:1]CCCNCCCCCCC[*:2]
838,[*:1]CCCNCCCCCCCC[*:2]
839,[*:1]CCCNCCCCCCCCC[*:2]
840,[*:1]CCCNCCOC[*:2]
841,[*:1]CCCNCCOCCOC[*:2]
